Particle,Opponent,Force Received,HP After,Killed
adiezhh,adhikari.kristi,1.607682250971125,98.39231774902888,False
adhikari.kristi,adiezhh,1.909681068149007,98.09031893185099,False
fatihyigit_17,prabh_atsharma764,1.3831997811291998,98.6168002188708,False
prabh_atsharma764,fatihyigit_17,1.750773171472582,98.24922682852741,False
_kritagya.sharma_,azuolas69sinkevicius,1.4684244735451677,98.53157552645483,False
azuolas69sinkevicius,_kritagya.sharma_,1.306028654764186,98.69397134523581,False
bkjha150,_nrehannn_,1.9845790876013187,98.01542091239868,False
_nrehannn_,bkjha150,1.1592384990493232,98.84076150095068,False
il_cinci5_priv,shikha.raghav.980,1.8345970902471058,98.1654029097529,False
shikha.raghav.980,il_cinci5_priv,1.3052325536251774,98.69476744637483,False
shikha.raghav.980,i__m_deepak_x__77,2.018684685760071,96.67608276061476,False
i__m_deepak_x__77,shikha.raghav.980,1.2347701063524703,98.76522989364753,False
rakeshbabu9920,fatihyigit_17,1.5073928975228925,98.49260710247711,False
fatihyigit_17,rakeshbabu9920,1.8867141746627063,96.7300860442081,False
simrikclothing,_kritagya.sharma_,0.9492278031073649,99.05077219689264,False
_kritagya.sharma_,simrikclothing,1.9110672625025993,96.62050826395223,False
azuolas69sinkevicius,sawmer_thakuri,1.94943456513286,96.74453678010295,False
sawmer_thakuri,azuolas69sinkevicius,1.7516226411963463,98.24837735880365,False
christina_09.0,flamingclaw542,1.9218895040581179,98.07811049594189,False
flamingclaw542,christina_09.0,1.1275755674032597,98.87242443259674,False
manish.giri1995,flamingclaw542,1.7256070912009285,98.27439290879907,False
flamingclaw542,manish.giri1995,1.1310376736301002,97.74138675896664,False
flamingclaw542,mr_nirob_33,1.1571482421962465,96.5842385167704,False
mr_nirob_33,flamingclaw542,0.8739300301221067,99.12606996987789,False
cinnamonsoul___,mr_vivek_ff_670,1.8365540692321984,98.16344593076781,False
mr_vivek_ff_670,cinnamonsoul___,1.3077269333150907,98.6922730666849,False
rajamaranibinako,92.63443319,1.6059453575645006,98.3940546424355,False
92.63443319,rajamaranibinako,1.511033710250631,98.48896628974937,False
ashmi.bishokarma,manish.giri1995,1.8890137385327834,98.11098626146722,False
manish.giri1995,ashmi.bishokarma,1.0910907010916322,97.18330220770744,False
mr_vivek_ff_670,rajamaranibinako,0.2254584470228098,98.46681461966209,False
rajamaranibinako,mr_vivek_ff_670,1.5736337385325823,96.82042090390293,False
bkjha150,babulizu,1.7074929758968673,96.30792793650181,False
babulizu,bkjha150,1.755101032533671,98.24489896746633,False
binaykumar411,maya.lama.589250,1.2715277002626268,98.72847229973738,False
maya.lama.589250,binaykumar411,1.4179948109930416,98.58200518900696,False
mr_nirob_33,binaykumar411,0.7410317954180163,98.38503817445988,False
binaykumar411,mr_nirob_33,1.2831794172794357,97.44529288245793,False
golu_______king_______021,ashmi.bishokarma,1.7573795518950408,98.24262044810496,False
ashmi.bishokarma,golu_______king_______021,1.2504153272018106,96.86057093426541,False
manish.giri1995,flamingclaw542,1.029385595252477,96.15391661245496,False
flamingclaw542,manish.giri1995,1.6638767733269197,94.92036174344348,False
_kritagya.sharma_,azuolas69sinkevicius,1.8872822968702947,94.73322596708194,False
azuolas69sinkevicius,_kritagya.sharma_,2.286371311621786,94.45816546848116,False
corndogcatiscool6,mattys_19,1.5608285711756111,98.4391714288244,False
