Particle,Opponent,Force Received,HP After,Killed
adarshshy488,jrvan1993,1.8458251227149176,98.15417487728509,False
jrvan1993,adarshshy488,2.058836427961581,97.94116357203842,False
jrvan1993,daxe.32,1.3228265850364738,96.61833698700194,False
daxe.32,jrvan1993,1.9157288689181455,98.08427113108185,False
fedecabras__,greysoccer,1.3242978083310115,98.67570219166899,False
greysoccer,fedecabras__,1.758379900181572,98.24162009981843,False
momoloveall,dcshoecogirl,1.5527836106643265,98.44721638933568,False
dcshoecogirl,momoloveall,1.8303295981463241,98.16967040185368,False
momoloveall,badbuddy_786,4.558416572633433,93.88879981670225,False
badbuddy_786,momoloveall,4.302781487317493,95.69721851268251,False
badbuddy_786,dcshoecogirl,3.672129418426761,92.02508909425575,False
dcshoecogirl,badbuddy_786,0.771477760776008,97.39819264107767,False
scarlett_luvsuuuu,badbuddy_786,3.0200763719994583,96.97992362800053,False
badbuddy_786,scarlett_luvsuuuu,4.930167078446839,87.0949220158089,False
1st_gen_chevy_1500_xavier,daxe.32,5.038921129141779,94.96107887085822,False
daxe.32,1st_gen_chevy_1500_xavier,5.086571716221957,92.9976994148599,False
scarlett_luvsuuuu,momoloveall,7.632351706542576,89.34757192145796,False
momoloveall,scarlett_luvsuuuu,3.9244464211697427,89.9643533955325,False
jrvan1993,jacoborjacks,5.615718049500862,91.00261893750108,False
jacoborjacks,jrvan1993,6.086885523314739,93.91311447668527,False
badbuddy_786,1st_gen_chevy_1500_xavier,8.061935563249445,79.03298645255946,False
1st_gen_chevy_1500_xavier,badbuddy_786,6.165630498163915,88.7954483726943,False
momoloveall,dcshoecogirl,4.733326074594522,85.23102732093798,False
dcshoecogirl,momoloveall,7.346186704763694,90.05200593631398,False
jrvan1993,shun_pluh,6.3785752659840345,84.62404367151704,False
shun_pluh,jrvan1993,5.169872599077836,94.83012740092217,False
fedecabras__,greysoccer,5.738273434770785,92.9374287568982,False
greysoccer,fedecabras__,6.671610558116795,91.57000954170164,False
fedecabras__,daxe.32,3.7156056759999063,89.22182308089829,False
daxe.32,fedecabras__,9.142302714045943,83.85539670081396,False
fedecabras__,greysoccer,5.0604493737398535,84.16137370715843,False
greysoccer,fedecabras__,6.2130785119192184,85.35693102978242,False
shun_pluh,fedecabras__,7.658374552827865,87.1717528480943,False
fedecabras__,shun_pluh,9.313286880858032,74.8480868263004,False
greysoccer,dcshoecogirl,9.642181569270438,75.71474946051198,False
dcshoecogirl,greysoccer,4.059304711367435,85.99270122494654,False
dcshoecogirl,shun_pluh,7.59709002388049,78.39561120106606,False
shun_pluh,dcshoecogirl,4.468893877895495,82.7028589701988,False
momoloveall,dcshoecogirl,8.71600903299432,76.51501828794366,False
dcshoecogirl,momoloveall,9.711116799839504,68.68449440122656,False
fedecabras__,jacoborjacks,10.773061921220632,64.07502490507977,False
jacoborjacks,fedecabras__,10.418536891301544,83.49457758538372,False
greysoccer,jacoborjacks,7.829338745638965,67.88541071487302,False
jacoborjacks,greysoccer,10.223973122852321,73.2706044625314,False
1st_gen_chevy_1500_xavier,badbuddy_786,9.863912428090883,78.93153594460341,False
badbuddy_786,1st_gen_chevy_1500_xavier,12.48763254955074,66.54535390300872,False
adarshshy488,shun_pluh,3.028183263329301,95.12599161395579,False
shun_pluh,adarshshy488,11.233956048046299,71.46890292215251,False
momoloveall,shun_pluh,11.262942311790178,65.25207597615348,False
shun_pluh,momoloveall,2.6938128965465094,68.775090025606,False
shun_pluh,dcshoecogirl,14.156090013807757,54.61900001179825,False
dcshoecogirl,shun_pluh,3.2876373509678936,65.39685705025866,False
shun_pluh,adarshshy488,3.9811935952831825,50.63780641651507,False
adarshshy488,shun_pluh,14.143212116620075,80.98277949733571,False
scarlett_luvsuuuu,shun_pluh,12.606565124945394,76.74100679651256,False
shun_pluh,scarlett_luvsuuuu,11.085001152635636,39.552805263879435,False
scarlett_luvsuuuu,adarshshy488,7.7661791101397,68.97482768637286,False
adarshshy488,scarlett_luvsuuuu,14.01441058743591,66.96836890989981,False
jacoborjacks,fedecabras__,14.295699339847978,58.97490512268342,False
fedecabras__,jacoborjacks,13.83580828040388,50.23921662467589,False
badbuddy_786,scarlett_luvsuuuu,12.687348090691984,53.85800581231673,False
scarlett_luvsuuuu,badbuddy_786,16.53589437906167,52.43893330731119,False
adarshshy488,jacoborjacks,19.10068867987416,47.86768023002565,False
jacoborjacks,adarshshy488,10.522226594798772,48.45267852788464,False
jacoborjacks,scarlett_luvsuuuu,17.958019477505914,30.49465905037873,False
scarlett_luvsuuuu,jacoborjacks,21.39857738314967,31.040355924161517,False
greysoccer,jrvan1993,11.197138550667987,56.68827216420503,False
jrvan1993,greysoccer,5.516998149695581,79.10704552182146,False
scarlett_luvsuuuu,adarshshy488,5.71903056242631,25.321325361735205,False
adarshshy488,scarlett_luvsuuuu,9.727498063352746,38.1401821666729,False
scarlett_luvsuuuu,jacoborjacks,25.321325361735205,0.0,True
jacoborjacks,scarlett_luvsuuuu,7.172100581351317,23.322558469027413,False
adarshshy488,jrvan1993,11.48388106640298,26.65630110026992,False
jrvan1993,adarshshy488,8.87163029504109,70.23541522678038,False
daxe.32,shun_pluh,10.391514344450181,73.46388235636377,False
shun_pluh,daxe.32,13.771936589518843,25.78086867436059,False
badbuddy_786,adarshshy488,11.978331785003734,41.879674027313,False
adarshshy488,badbuddy_786,12.212441132012874,14.443859968257048,False
jacoborjacks,jrvan1993,9.652893007438438,13.669665461588975,False
jrvan1993,jacoborjacks,23.322558469027413,46.91285675775296,False
badbuddy_786,greysoccer,6.497340947126399,35.382333080186605,False
greysoccer,badbuddy_786,11.579093149717242,45.10917901448779,False
jrvan1993,jacoborjacks,13.669665461588975,33.243191296163985,False
jacoborjacks,jrvan1993,9.894611547186933,3.775053914402042,False
greysoccer,jrvan1993,25.971256805427483,19.13792220906031,False
jrvan1993,greysoccer,12.049613153861237,21.193578142302748,False
shun_pluh,greysoccer,19.13792220906031,6.64294646530028,False
greysoccer,shun_pluh,10.51880567359534,8.61911653546497,False
dcshoecogirl,shun_pluh,6.64294646530028,58.753910584958376,False
shun_pluh,dcshoecogirl,6.64294646530028,0.0,True
momoloveall,dcshoecogirl,5.549580465517802,59.70249551063568,False
dcshoecogirl,momoloveall,14.641728938027235,44.11218164693114,False
jrvan1993,adarshshy488,14.443859968257048,6.7497181740457,False
adarshshy488,jrvan1993,14.443859968257048,0.0,True
daxe.32,dcshoecogirl,15.54547905522727,57.9184033011365,False
dcshoecogirl,daxe.32,17.09201598241446,27.020165664516682,False
1st_gen_chevy_1500_xavier,momoloveall,2.952012129142576,75.97952381546084,False
momoloveall,1st_gen_chevy_1500_xavier,9.614683125858045,50.087812384777635,False
