Particle,Opponent,Force Received,HP After,Killed
nikin456k,fedecabras__,1.8137702280321042,98.1862297719679,False
fedecabras__,nikin456k,1.5029024611450632,98.49709753885493,False
liamskis_1,titi23kk,1.6720482016983347,98.32795179830167,False
titi23kk,liamskis_1,1.697367175467943,98.30263282453205,False
lewisinthestewis,caydensilveira,1.3090367867164547,98.69096321328354,False
caydensilveira,lewisinthestewis,1.9844079861723432,98.01559201382766,False
dcshoecogirl,scarlett_luvsuuuu,1.502975963729677,98.49702403627032,False
scarlett_luvsuuuu,dcshoecogirl,1.7116740832712218,98.28832591672878,False
1st_gen_chevy_1500_xavier,shun_pluh,1.5594311435708659,98.44056885642914,False
shun_pluh,1st_gen_chevy_1500_xavier,1.7656544884236651,98.23434551157634,False
gauraang._.bhatia,xavworth25,1.7615435949062157,98.23845640509379,False
xavworth25,gauraang._.bhatia,2.0104456695859128,97.98955433041408,False
caydensilveira,daeli_ha,2.7721553054137136,95.24343670841394,False
daeli_ha,caydensilveira,2.9363363937003744,97.06366360629963,False
1st_gen_chevy_1500_xavier,liamskis_1,2.8517577881177294,95.58881106831141,False
liamskis_1,1st_gen_chevy_1500_xavier,2.9390567662255287,95.38889503207614,False
momoloveall,fedecabras__,2.3568528860521702,97.64314711394783,False
fedecabras__,momoloveall,3.1249680539374727,95.37212948491745,False
badbuddy_786,claiiming,3.5455830861153683,96.45441691388463,False
claiiming,badbuddy_786,3.826288848458978,96.17371115154103,False
scarlett_luvsuuuu,1st_gen_chevy_1500_xavier,3.1938322096383907,95.0944937070904,False
1st_gen_chevy_1500_xavier,scarlett_luvsuuuu,4.174418152422928,91.41439291588848,False
gauraang._.bhatia,jacoborjacks,3.457400212261547,94.78105619283224,False
jacoborjacks,gauraang._.bhatia,3.815986153714064,96.18401384628594,False
momoloveall,fedecabras__,4.057034871966849,93.58611224198098,False
fedecabras__,momoloveall,2.869441138703977,92.50268834621347,False
badbuddy_786,scarlett_luvsuuuu,4.464622945776654,91.98979396810797,False
scarlett_luvsuuuu,badbuddy_786,2.32507582913062,92.76941787795977,False
codypike_,nikin456k,5.08379486724721,94.9162051327528,False
nikin456k,codypike_,4.2432905506115,93.9429392213564,False
fraudone_alex,badbuddy_786,4.946098735446848,95.05390126455315,False
badbuddy_786,fraudone_alex,4.89742441625493,87.09236955185304,False
dumi.010,codypike_,6.5768879779044065,93.4231120220956,False
codypike_,dumi.010,4.818853649611415,90.09735148314138,False
malevolent_fresh_spartan_piss,codypike_,6.982388889416561,93.01761111058345,False
codypike_,malevolent_fresh_spartan_piss,4.513422802157854,85.58392868098353,False
1st_gen_chevy_1500_xavier,gauraang._.bhatia,5.320984066636052,86.09340884925243,False
gauraang._.bhatia,1st_gen_chevy_1500_xavier,4.836235951431926,89.94482024140031,False
adarshshy488,fraudone_alex,6.564732591362222,93.43526740863778,False
fraudone_alex,adarshshy488,5.120370592482635,89.93353067207052,False
titi23kk,gauraang._.bhatia,6.129429728961694,92.17320309557036,False
gauraang._.bhatia,titi23kk,5.528992715539988,84.41582752586032,False
yeahimilyass,daxe.32,5.452866578674208,94.5471334213258,False
daxe.32,yeahimilyass,5.393400941827729,94.60659905817226,False
malevolent_fresh_spartan_piss,nikin456k,3.356565870409528,89.66104524017392,False
nikin456k,malevolent_fresh_spartan_piss,7.262450267595035,86.68048895376137,False
dcshoecogirl,scarlett_luvsuuuu,3.545198094261658,94.95182594200865,False
scarlett_luvsuuuu,dcshoecogirl,4.555643633200667,88.2137742447591,False
malevolent_fresh_spartan_piss,wubakylon,5.070167979701937,84.59087726047198,False
wubakylon,malevolent_fresh_spartan_piss,8.003459697186711,91.99654030281329,False
fraudone_alex,claiiming,7.0806195170319155,82.8529111550386,False
claiiming,fraudone_alex,7.385460295293127,88.7882508562479,False
nikin456k,momoloveall,4.405599612787861,82.2748893409735,False
momoloveall,nikin456k,2.1451444943890614,91.44096774759193,False
jacoborjacks,xavworth25,6.089468015699077,90.09454583058685,False
xavworth25,jacoborjacks,5.181526345968517,92.80802798444556,False
daxe.32,jacoborjacks,4.72409436817483,89.88250468999743,False
jacoborjacks,daxe.32,7.732704679193143,82.3618411513937,False
greysoccer,codypike_,5.444825977901846,94.55517402209816,False
codypike_,greysoccer,5.748425921706021,79.83550275927752,False
malevolent_fresh_spartan_piss,greysoccer,4.321067333411835,80.26980992706015,False
greysoccer,malevolent_fresh_spartan_piss,8.195299722423211,86.35987429967494,False
adarshshy488,fraudone_alex,2.146758927459111,91.28850848117867,False
fraudone_alex,adarshshy488,5.067305299586567,77.78560585545203,False
jacoborjacks,xavworth25,6.579899377167885,75.78194177422581,False
xavworth25,jacoborjacks,9.02968147217437,83.77834651227118,False
xavworth25,malevolent_fresh_spartan_piss,6.412512674523711,77.36583383774747,False
malevolent_fresh_spartan_piss,xavworth25,10.69229033458398,69.57751959247616,False
jacoborjacks,xavworth25,6.222677304966619,69.55926446925919,False
xavworth25,jacoborjacks,3.4903017565660464,73.87553208118143,False
daxe.32,braeden_brennan,5.604960004782962,84.27754468521447,False
braeden_brennan,daxe.32,1.6470911167312507,98.35290888326875,False
malevolent_fresh_spartan_piss,nikin456k,4.869985329353432,64.70753426312274,False
nikin456k,malevolent_fresh_spartan_piss,11.20955791389737,71.06533142707613,False
daxe.32,jacoborjacks,2.8591708639360496,81.41837382127842,False
jacoborjacks,daxe.32,5.605024757231254,63.954239712027935,False
1st_gen_chevy_1500_xavier,liamskis_1,6.255841999951139,79.83756684930128,False
liamskis_1,1st_gen_chevy_1500_xavier,5.1376557733969195,90.25123925867922,False
dumi.010,codypike_,7.214674642143172,86.20843737995243,False
codypike_,dumi.010,5.682870127968285,74.15263263130923,False
codypike_,malevolent_fresh_spartan_piss,12.445589391819697,61.707043239489536,False
malevolent_fresh_spartan_piss,codypike_,5.1609039246779265,59.546630338444814,False
braeden_brennan,greysoccer,7.661352680270077,90.69155620299868,False
greysoccer,braeden_brennan,2.584458816465245,83.7754154832097,False
daeli_ha,1st_gen_chevy_1500_xavier,7.987378902052483,89.07628470424714,False
1st_gen_chevy_1500_xavier,daeli_ha,7.071800585985481,72.7657662633158,False
claiiming,greysoccer,6.682968075186414,82.10528278106149,False
greysoccer,claiiming,11.29208768917577,72.48332779403393,False
badbuddy_786,daeli_ha,8.958477785889631,78.13389176596341,False
daeli_ha,badbuddy_786,4.953444275480079,84.12284042876706,False
fedecabras__,xavworth25,7.76757306052006,84.73511528569341,False
xavworth25,fedecabras__,6.862082872953219,67.01344920822821,False
fedecabras__,shun_pluh,7.280329534485647,77.45478575120777,False
shun_pluh,fedecabras__,9.35299747593575,88.88134803564058,False
fraudone_alex,braeden_brennan,5.250296941516167,72.53530891393586,False
braeden_brennan,fraudone_alex,6.364963216578626,84.32659298642005,False
claiiming,dumi.010,8.536031309971872,73.56925147108961,False
dumi.010,claiiming,11.898884152701758,74.30955322725067,False
greysoccer,malevolent_fresh_spartan_piss,4.317317412495766,68.16601038153816,False
malevolent_fresh_spartan_piss,greysoccer,6.6839967019908855,52.86263363645393,False
dumi.010,malevolent_fresh_spartan_piss,5.261178509280198,69.04837471797047,False
malevolent_fresh_spartan_piss,dumi.010,14.530616956745035,38.33201667970889,False
xavworth25,fedecabras__,7.742408296782307,59.2710409114459,False
fedecabras__,xavworth25,4.728785620251764,72.726000130956,False
dcshoecogirl,titi23kk,6.563447074940675,88.38837886706798,False
titi23kk,dcshoecogirl,5.496012470793851,86.6771906247765,False
jrvan1993,liamskis_1,4.1981928814646245,95.80180711853538,False
liamskis_1,jrvan1993,7.810849958631153,82.44038930004807,False
1st_gen_chevy_1500_xavier,liamskis_1,5.8737662197365985,66.8920000435792,False
liamskis_1,1st_gen_chevy_1500_xavier,6.703418250826159,75.7369710492219,False
gauraang._.bhatia,xavworth25,4.190550440891598,80.22527708496872,False
xavworth25,gauraang._.bhatia,9.47464516555116,49.79639574589474,False
daxe.32,dcshoecogirl,8.13336402198209,73.28500979929633,False
dcshoecogirl,daxe.32,7.47508947444455,80.91328939262344,False
braeden_brennan,greysoccer,6.489509380673779,77.83708360574627,False
greysoccer,braeden_brennan,7.541166849569361,60.62484353196879,False
malevolent_fresh_spartan_piss,nikin456k,2.862205585972058,35.46981109373684,False
nikin456k,malevolent_fresh_spartan_piss,15.371012862752943,55.69431856432319,False
1st_gen_chevy_1500_xavier,titi23kk,4.058047061528025,62.83395298205118,False
titi23kk,1st_gen_chevy_1500_xavier,4.896878755906172,81.78031186887033,False
daeli_ha,1st_gen_chevy_1500_xavier,4.919325320177117,79.20351510858994,False
1st_gen_chevy_1500_xavier,daeli_ha,6.239748660478631,56.59420432157255,False
lewisinthestewis,fraudone_alex,5.337918159875964,93.35304505340757,False
fraudone_alex,lewisinthestewis,8.247276308906978,64.28803260502889,False
daeli_ha,dcshoecogirl,7.808230936448783,71.39528417214116,False
dcshoecogirl,daeli_ha,6.529967133556247,74.3833222590672,False
daxe.32,fraudone_alex,7.233461215202482,66.05154858409385,False
fraudone_alex,daxe.32,9.119010408909263,55.16902219611963,False
nikin456k,momoloveall,5.107905978694381,50.58641258562881,False
momoloveall,nikin456k,14.511126461977149,76.92984128561477,False
